date,temp_max_c,temp_min_c,rain_mm
2015-03-26,33.8,19.4,0.0
2015-03-27,33.2,18.0,0.0
2015-03-28,33.2,17.7,0.0
2015-03-29,33.6,18.9,0.0
2015-03-30,33.5,19.5,0.0
2015-03-31,32.0,20.2,0.0
2015-04-01,31.0,21.0,1.9
2015-04-02,32.4,21.5,0.1
2015-04-03,32.5,22.2,0.0
2015-04-04,34.1,21.6,0.0
2015-04-05,34.4,23.5,0.2
2015-04-06,33.4,23.1,0.5
2015-04-07,33.8,22.4,0.1
2015-04-08,33.4,22.3,0.0
2015-04-09,33.6,22.3,0.0
2015-04-10,33.1,22.2,0.0
2015-04-11,32.8,21.9,0.1
2015-04-12,30.4,20.4,22.7
2015-04-13,26.6,19.4,16.1
2015-04-14,27.0,18.6,9.8
2015-04-15,26.2,18.2,1.0
2015-04-16,27.8,19.2,1.5
2015-04-17,28.1,19.2,0.0
2015-04-18,28.5,19.4,0.4
2015-04-19,29.8,19.4,0.0
2015-04-20,30.2,19.9,0.0
2015-04-21,30.6,20.2,0.8
2015-04-22,31.4,20.9,2.2
2015-04-23,29.5,21.5,4.8
2015-04-24,30.6,20.3,4.3
2015-04-25,30.0,20.2,0.3
2015-04-26,29.6,20.1,4.1
2015-04-27,29.7,19.7,0.0
2015-04-28,31.4,19.6,0.0
2015-04-29,31.3,19.9,0.4
2015-04-30,32.2,20.8,7.8
2015-05-01,31.9,20.7,0.0
2015-05-02,32.3,21.5,2.8
2015-05-03,31.1,21.3,6.7
2015-05-04,30.8,20.4,1.8
2015-05-05,30.8,20.0,0.0
2015-05-06,30.1,21.2,3.8
2015-05-07,30.8,20.0,1.1
2015-05-08,32.1,20.9,0.0
2015-05-09,33.3,21.7,0.0
2015-05-10,32.8,22.1,0.5
2015-05-11,32.1,22.0,1.1
2015-05-12,30.3,21.5,0.0
2015-05-13,29.7,20.7,2.0
2015-05-14,28.6,21.3,6.2
2015-05-15,27.0,21.4,3.6
2015-05-16,28.2,20.9,20.4
2015-05-17,28.3,20.5,13.6
2015-05-18,29.4,20.1,15.9
2015-05-19,29.6,20.2,7.8
2015-05-20,31.4,21.3,0.5
2015-05-21,31.0,21.5,0.8
2015-05-22,31.6,21.9,2.5
2015-05-23,31.0,21.6,5.7
2015-05-24,31.5,21.2,0.3
2015-05-25,31.4,21.1,0.0
2015-05-26,31.4,20.3,0.0
2015-05-27,30.9,21.2,0.8
2015-05-28,29.7,21.5,0.0
2015-05-29,30.3,22.0,11.9
2015-05-30,31.6,21.1,4.5
2015-05-31,31.2,21.1,43.3
2015-06-01,29.4,21.1,17.6
2015-06-02,28.3,20.7,8.0
2015-06-03,28.9,20.7,5.4
2015-06-04,28.3,20.6,10.8
2015-06-05,28.6,20.2,5.9
2015-06-06,29.1,20.4,0.0
2015-06-07,29.4,21.1,0.9
2015-06-08,28.2,20.5,2.2
2015-06-09,28.1,20.1,0.6
2015-06-10,29.2,21.2,0.0
2015-06-11,29.0,20.7,8.2
2015-06-12,27.0,20.0,6.8
2015-06-13,26.9,19.9,2.7
2015-06-14,26.7,19.9,8.3
2015-06-15,26.2,19.3,0.4
2015-06-16,26.7,20.6,2.8
2015-06-17,26.0,20.3,1.4
2015-06-18,24.2,20.2,5.0
2015-06-19,24.4,20.4,3.3
2015-06-20,24.3,20.3,5.0
2015-06-21,25.0,21.1,1.6
2015-06-22,26.0,21.0,0.5
2015-06-23,26.5,20.9,1.2
2015-06-24,26.7,20.7,0.4
2015-06-25,26.9,21.0,0.3
2015-06-26,26.9,21.6,0.4
2015-06-27,27.0,21.4,0.2
2015-06-28,27.7,21.6,0.6
2015-06-29,28.5,20.0,2.0
2015-06-30,28.0,20.0,0.2
2015-07-01,28.1,20.0,0.1
2015-07-02,28.0,19.7,0.3
2015-07-03,28.0,19.8,3.5
2015-07-04,28.5,20.7,0.1
2015-07-05,29.0,19.7,0.0
2015-07-06,29.6,18.9,0.0
2015-07-07,28.6,18.2,0.0
2015-07-08,28.4,20.6,1.4
2015-07-09,28.0,21.1,2.5
2015-07-10,27.0,21.6,2.4
2015-07-11,27.5,21.0,0.8
2015-07-12,28.4,20.9,0.3
2015-07-13,28.8,20.2,0.3
2015-07-14,27.9,20.6,0.6
2015-07-15,27.5,20.6,8.0
2015-07-16,26.7,21.0,0.4
2015-07-17,28.3,20.1,2.1
2015-07-18,27.6,21.1,4.0
2015-07-19,24.2,20.5,6.7
2015-07-20,27.6,19.3,3.0
2015-07-21,26.9,20.4,7.6
2015-07-22,25.9,20.0,17.1
2015-07-23,25.9,20.2,2.1
2015-07-24,26.0,20.1,1.0
2015-07-25,26.0,18.9,7.0
2015-07-26,25.5,19.8,1.5
2015-07-27,25.7,19.6,9.6
2015-07-28,27.4,19.4,2.3
2015-07-29,27.5,18.4,0.0
2015-07-30,27.0,18.6,0.0
2015-07-31,27.0,19.6,8.0
2015-08-01,27.1,19.1,5.3
2015-08-02,26.8,19.8,2.4
2015-08-03,26.8,19.2,2.3
2015-08-04,26.7,19.9,1.9
2015-08-05,26.9,20.1,1.7
2015-08-06,26.6,20.6,0.7
2015-08-07,27.0,20.9,0.6
2015-08-08,27.1,20.4,0.4
2015-08-09,27.4,20.8,9.5
2015-08-10,27.1,20.4,8.9
2015-08-11,27.2,20.5,6.4
2015-08-12,24.6,20.0,4.7
2015-08-13,26.2,20.5,0.6
2015-08-14,27.5,20.8,1.0
2015-08-15,27.8,19.9,0.3
2015-08-16,27.6,20.2,8.2
2015-08-17,27.2,19.9,21.4
2015-08-18,28.0,19.6,4.3
2015-08-19,28.5,20.8,2.7
2015-08-20,28.0,19.5,4.2
2015-08-21,27.2,20.2,12.6
2015-08-22,23.9,20.1,13.9
2015-08-23,26.5,19.4,4.2
2015-08-24,26.5,18.6,0.0
2015-08-25,26.7,18.1,0.0
2015-08-26,26.4,18.8,1.3
2015-08-27,26.5,19.8,8.6
2015-08-28,27.0,18.6,0.0
2015-08-29,26.7,18.0,0.0
2015-08-30,27.0,18.7,0.0
2015-08-31,28.3,18.9,0.0
2015-09-01,28.2,18.9,0.0
2015-09-02,28.4,18.7,0.0
2015-09-03,28.3,19.4,0.3
2015-09-04,28.8,20.2,25.7
2015-09-05,27.9,20.2,8.3
2015-09-06,27.7,19.7,6.9
2015-09-07,25.7,20.1,23.0
2015-09-08,24.7,18.8,3.9
2015-09-09,25.9,18.9,3.7
2015-09-10,25.8,18.8,0.3
2015-09-11,26.4,18.8,0.0
2015-09-12,27.3,18.3,0.0
2015-09-13,27.0,17.8,0.0
2015-09-14,26.0,19.3,0.5
2015-09-15,25.0,19.6,0.6
2015-09-16,25.8,20.3,2.6
2015-09-17,27.3,19.8,0.0
2015-09-18,26.9,18.6,0.0
2015-09-19,27.1,19.7,0.5
2015-09-20,26.6,19.4,2.1
2015-09-21,27.0,18.4,0.0
2015-09-22,28.4,17.4,0.0
2015-09-23,28.3,17.8,0.0
2015-09-24,28.9,20.4,13.3
2015-09-25,28.2,19.0,15.6
2015-09-26,26.8,19.6,6.1
2015-09-27,27.7,19.1,14.2
2015-09-28,27.2,19.7,3.1
2015-09-29,26.6,18.7,1.3
2015-09-30,26.3,19.9,4.9
2015-10-01,26.5,19.2,3.9
2015-10-02,27.0,20.2,0.8
2015-10-03,26.5,19.3,0.0
2015-10-04,26.4,20.6,22.8
2015-10-05,25.8,19.6,12.4
2015-10-06,26.6,19.4,6.2
2015-10-07,27.2,20.0,0.0
2015-10-08,26.7,19.1,0.6
2015-10-09,26.2,19.5,4.3
2015-10-10,27.1,19.4,4.8
2015-10-11,26.7,19.5,9.1
2015-10-12,27.6,19.8,1.9
2015-10-13,28.1,18.3,0.0
2015-10-14,27.9,16.3,0.0
2015-10-15,28.3,16.0,0.0
2015-10-16,28.2,17.7,0.0
2015-10-17,28.1,17.7,0.0
2015-10-18,27.9,18.6,0.0
2015-10-19,28.9,19.0,0.0
2015-10-20,28.4,19.9,0.0
2015-10-21,28.7,18.5,0.0
2015-10-22,29.0,17.0,0.0
2015-10-23,28.5,16.1,0.0
2015-10-24,28.6,17.6,0.0
2015-10-25,28.1,15.0,0.0
2015-10-26,26.9,17.9,0.0
2015-10-27,27.4,17.8,0.0
2015-10-28,27.9,18.8,0.1
2015-10-29,28.3,19.8,0.0
2015-10-30,28.6,19.1,0.0
2015-10-31,27.6,19.5,0.6
2015-11-01,26.0,19.9,18.0
2015-11-02,24.9,19.9,9.7
2015-11-03,26.4,19.6,16.3
2015-11-04,26.2,19.4,22.6
2015-11-05,26.3,18.2,0.0
2015-11-06,27.0,17.2,0.0
2015-11-07,26.8,19.0,0.0
2015-11-08,26.3,18.5,0.0
2015-11-09,20.9,18.0,32.0
2015-11-10,20.8,17.0,9.9
2015-11-11,22.8,18.7,4.7
2015-11-12,26.0,19.5,5.9
2015-11-13,24.8,18.5,5.3
2015-11-14,24.3,17.1,0.0
2015-11-15,22.0,16.7,24.4
2015-11-16,18.3,16.5,126.6
2015-11-17,20.1,17.1,17.6
2015-11-18,22.4,18.0,1.1
2015-11-19,23.6,18.9,13.8
2015-11-20,24.8,19.3,4.3
2015-11-21,25.2,19.1,2.3
2015-11-22,24.1,19.8,4.1
2015-11-23,23.8,19.4,14.5
2015-11-24,25.5,18.5,3.7
2015-11-25,25.4,16.7,0.0
2015-11-26,25.7,14.9,0.0
2015-11-27,26.6,17.2,0.0
2015-11-28,25.9,14.7,0.0
2015-11-29,23.7,17.5,4.0
2015-11-30,24.6,19.0,14.5
2015-12-01,23.2,19.4,4.8
2015-12-02,21.2,18.8,19.1
2015-12-03,23.1,18.4,9.9
2015-12-04,25.3,16.8,0.0
2015-12-05,24.7,17.0,0.0
2015-12-06,23.8,17.0,0.0
2015-12-07,25.1,16.7,0.0
2015-12-08,24.2,16.0,0.0
2015-12-09,24.7,16.4,0.0
2015-12-10,25.4,19.5,1.2
2015-12-11,25.2,19.0,0.0
2015-12-12,24.9,17.5,0.3
2015-12-13,26.6,16.7,0.0
2015-12-14,26.8,17.7,3.7
2015-12-15,26.7,18.6,0.0
2015-12-16,26.8,16.9,0.0
2015-12-17,25.6,15.2,0.0
2015-12-18,26.3,14.6,0.0
2015-12-19,25.9,18.1,0.0
2015-12-20,25.9,17.4,0.0
2015-12-21,26.3,16.8,0.0
2015-12-22,26.8,14.5,0.0
2015-12-23,25.6,15.6,0.0
2015-12-24,26.4,13.5,0.0
2015-12-25,25.7,15.7,0.0
2015-12-26,25.4,16.4,0.0
2015-12-27,25.7,16.0,0.0
2015-12-28,25.8,15.7,0.0
2015-12-29,26.6,13.6,0.0
2015-12-30,26.8,12.6,0.0
2015-12-31,26.6,13.0,0.0
2016-01-01,25.6,13.6,0.0
2016-01-02,26.1,12.9,0.0
2016-01-03,26.5,11.9,0.0
2016-01-04,26.3,11.8,0.0
2016-01-05,25.8,12.3,0.0
2016-01-06,26.3,13.3,0.0
2016-01-07,26.1,14.7,0.0
2016-01-08,26.2,14.5,0.0
2016-01-09,26.3,13.7,0.0
2016-01-10,26.2,13.1,0.0
2016-01-11,25.9,12.9,0.0
2016-01-12,26.6,13.2,0.0
2016-01-13,26.0,13.7,0.0
2016-01-14,26.7,13.8,0.0
2016-01-15,26.1,13.7,0.0
2016-01-16,26.1,13.8,0.0
2016-01-17,26.0,14.5,0.0
2016-01-18,25.9,15.0,0.0
2016-01-19,24.5,17.1,0.0
2016-01-20,23.5,18.8,0.6
2016-01-21,25.4,18.3,1.2
2016-01-22,26.0,18.5,0.6
2016-01-23,25.2,18.2,0.1
2016-01-24,25.3,18.2,0.0
2016-01-25,27.3,18.7,0.0
2016-01-26,27.5,17.9,0.0
2016-01-27,28.4,17.4,0.0
2016-01-28,29.2,16.5,0.0
2016-01-29,28.8,15.8,0.0
2016-01-30,28.2,14.6,0.0
2016-01-31,29.0,14.5,0.0
2016-02-01,29.6,12.7,0.0
2016-02-02,30.1,12.4,0.0
2016-02-03,29.7,12.9,0.0
2016-02-04,29.3,15.3,0.0
2016-02-05,27.9,14.6,0.0
2016-02-06,28.5,15.4,0.0
2016-02-07,29.5,16.3,0.0
2016-02-08,29.9,18.1,0.0
2016-02-09,29.9,17.4,0.0
2016-02-10,29.8,16.7,0.0
2016-02-11,30.1,19.1,0.0
2016-02-12,29.8,19.0,0.0
2016-02-13,29.4,18.1,0.0
2016-02-14,29.8,17.6,0.0
2016-02-15,28.8,15.3,0.0
2016-02-16,29.7,18.1,0.0
2016-02-17,28.7,16.1,0.0
2016-02-18,28.7,17.9,0.0
2016-02-19,29.9,16.8,0.0
2016-02-20,31.5,17.1,0.0
2016-02-21,32.4,18.3,0.0
2016-02-22,33.2,18.9,0.0
2016-02-23,32.8,17.2,0.0
2016-02-24,31.5,16.9,0.0
2016-02-25,31.7,18.5,0.0
2016-02-26,30.7,19.9,0.0
2016-02-27,30.5,18.3,0.0
2016-02-28,30.5,19.3,0.0
2016-02-29,29.3,19.1,0.0
2016-03-01,30.3,18.2,0.0
2016-03-02,30.5,17.9,0.0
2016-03-03,31.6,17.4,0.0
2016-03-04,32.0,16.2,0.0
2016-03-05,31.9,17.7,0.0
2016-03-06,32.0,17.3,0.0
2016-03-07,31.8,18.0,0.0
2016-03-08,32.4,17.0,0.0
2016-03-09,32.8,17.2,0.0
2016-03-10,32.7,19.3,0.0
2016-03-11,33.5,18.5,0.0
2016-03-12,33.4,19.0,0.0
2016-03-13,33.1,21.1,0.1
2016-03-14,31.7,22.0,0.0
2016-03-15,31.0,21.9,1.0
2016-03-16,32.2,20.5,0.0
2016-03-17,31.6,21.1,0.0
2016-03-18,34.0,21.9,0.0
2016-03-19,34.1,21.4,0.0
2016-03-20,35.0,20.9,0.0
2016-03-21,34.9,22.4,0.0
2016-03-22,34.1,23.0,0.0
2016-03-23,32.8,22.0,0.0
2016-03-24,33.9,21.9,0.0
2016-03-25,34.2,20.5,0.0
2016-03-26,34.1,19.0,0.0
2016-03-27,33.8,18.0,0.0
2016-03-28,33.7,18.1,0.0
2016-03-29,33.6,19.4,0.0
2016-03-30,33.7,20.3,0.0
2016-03-31,33.7,20.5,0.0
2016-04-01,33.2,20.5,0.0
2016-04-02,34.1,20.4,0.0
2016-04-03,33.8,20.6,0.0
2016-04-04,34.7,21.2,0.0
2016-04-05,34.1,20.3,0.0
2016-04-06,33.1,21.5,0.0
2016-04-07,33.9,21.7,0.0
2016-04-08,32.8,22.3,1.7
2016-04-09,31.9,23.3,0.5
2016-04-10,32.7,22.7,0.1
2016-04-11,35.1,22.1,0.0
2016-04-12,35.6,22.8,0.0
2016-04-13,35.2,23.2,0.0
2016-04-14,34.9,25.0,0.0
2016-04-15,35.9,24.7,0.0
2016-04-16,35.3,23.3,0.0
2016-04-17,35.8,22.9,0.0
2016-04-18,35.0,22.1,0.0
2016-04-19,34.8,22.7,0.0
2016-04-20,35.5,23.6,0.0
2016-04-21,35.2,23.2,0.0
2016-04-22,33.9,23.0,0.4
2016-04-23,36.1,23.7,0.0
2016-04-24,36.7,23.2,0.0
2016-04-25,35.2,23.8,0.2
2016-04-26,35.5,24.0,0.0
2016-04-27,35.8,21.2,0.0
2016-04-28,35.6,21.9,0.0
2016-04-29,35.5,22.2,0.0
2016-04-30,35.7,22.5,0.0
2016-05-01,35.5,23.3,0.0
2016-05-02,35.2,23.6,2.1
2016-05-03,34.0,23.1,0.3
2016-05-04,34.6,23.0,1.4
2016-05-05,34.2,22.8,2.4
2016-05-06,31.9,22.9,11.0
2016-05-07,32.1,21.6,6.2
2016-05-08,31.5,21.9,7.0
2016-05-09,31.7,21.0,1.3
2016-05-10,31.2,21.5,6.0
2016-05-11,31.0,20.9,0.1
2016-05-12,31.4,22.1,1.6
2016-05-13,32.8,21.6,0.0
2016-05-14,32.8,22.6,4.2
2016-05-15,34.2,22.2,0.0
2016-05-16,31.9,22.8,0.6
2016-05-17,29.7,22.1,1.2
2016-05-18,26.4,21.5,16.7
2016-05-19,28.7,21.2,6.1
2016-05-20,27.6,21.3,2.5
2016-05-21,32.2,21.9,0.0
2016-05-22,32.8,21.0,0.0
2016-05-23,33.1,21.5,0.0
2016-05-24,32.9,21.3,0.0
2016-05-25,32.8,21.8,0.0
2016-05-26,32.8,21.3,0.0
2016-05-27,32.8,22.0,4.6
2016-05-28,31.8,21.7,7.8
2016-05-29,28.3,21.5,4.5
2016-05-30,29.8,21.4,3.7
2016-05-31,30.1,20.8,13.1
2016-06-01,30.4,21.1,14.8
2016-06-02,28.5,21.1,6.7
2016-06-03,29.2,21.1,15.2
2016-06-04,28.4,21.2,12.6
2016-06-05,28.3,21.0,16.4
2016-06-06,28.4,20.7,3.6
2016-06-07,26.7,21.2,5.7
2016-06-08,28.2,21.1,18.0
2016-06-09,26.5,20.7,4.1
2016-06-10,27.2,20.8,0.2
2016-06-11,27.4,20.3,0.0
2016-06-12,28.7,20.8,0.9
2016-06-13,27.4,20.7,6.9
2016-06-14,27.7,20.4,1.9
2016-06-15,27.7,20.3,0.0
2016-06-16,27.7,19.6,1.9
2016-06-17,27.5,19.2,8.3
2016-06-18,27.9,20.3,2.0
2016-06-19,26.7,20.1,15.1
2016-06-20,25.9,19.8,0.0
2016-06-21,25.0,19.4,13.5
2016-06-22,26.2,18.9,23.2
2016-06-23,25.0,20.1,6.0
2016-06-24,25.6,19.5,6.2
2016-06-25,26.0,19.3,12.6
2016-06-26,25.6,20.0,5.0
2016-06-27,24.0,20.4,5.2
2016-06-28,22.8,19.9,37.4
2016-06-29,21.2,19.7,23.5
2016-06-30,26.0,20.2,1.9
2016-07-01,26.1,20.9,0.6
2016-07-02,26.7,20.3,0.1
2016-07-03,26.4,20.6,0.0
2016-07-04,25.9,20.9,7.5
2016-07-05,25.9,19.9,23.5
2016-07-06,25.7,20.1,15.9
2016-07-07,25.4,20.0,5.0
2016-07-08,26.0,20.6,1.0
2016-07-09,25.4,20.7,0.3
2016-07-10,26.0,20.8,0.2
2016-07-11,25.2,20.5,0.0
2016-07-12,25.6,20.5,0.4
2016-07-13,26.6,20.4,0.3
2016-07-14,27.0,19.6,3.3
2016-07-15,26.8,20.3,7.5
2016-07-16,26.5,19.8,4.8
2016-07-17,26.4,19.5,7.0
2016-07-18,25.7,19.4,8.4
2016-07-19,25.9,19.3,2.9
2016-07-20,26.0,20.1,4.2
2016-07-21,24.2,19.6,12.9
2016-07-22,24.1,19.6,4.1
2016-07-23,25.4,19.0,17.0
2016-07-24,26.0,20.1,8.1
2016-07-25,27.0,19.7,6.1
2016-07-26,26.8,19.8,15.3
2016-07-27,27.8,19.3,4.5
2016-07-28,26.8,20.1,6.8
2016-07-29,25.5,19.9,10.8
2016-07-30,23.7,19.1,23.6
2016-07-31,24.4,18.9,3.9
2016-08-01,25.3,19.1,0.5
2016-08-02,24.9,19.4,0.0
2016-08-03,25.3,19.4,0.0
2016-08-04,25.4,20.1,0.1
2016-08-05,25.5,19.9,1.0
2016-08-06,26.2,19.8,0.0
2016-08-07,25.7,20.0,1.9
2016-08-08,26.2,19.4,0.2
2016-08-09,26.6,19.3,0.4
2016-08-10,26.3,19.8,0.3
2016-08-11,26.3,19.1,0.2
2016-08-12,26.9,19.6,1.5
2016-08-13,27.3,20.5,3.5
2016-08-14,26.5,19.7,0.7
2016-08-15,26.2,19.0,1.5
2016-08-16,26.2,20.6,0.4
2016-08-17,25.9,20.4,0.3
2016-08-18,26.3,20.3,0.6
2016-08-19,26.8,20.0,0.7
2016-08-20,27.0,19.3,0.1
2016-08-21,27.2,18.4,0.1
2016-08-22,26.7,19.9,0.1
2016-08-23,27.5,19.8,0.4
2016-08-24,27.7,20.2,1.4
2016-08-25,26.9,20.0,4.5
2016-08-26,26.1,20.0,10.8
2016-08-27,26.3,19.9,1.7
2016-08-28,25.5,19.6,0.4
2016-08-29,26.8,19.8,3.5
2016-08-30,26.4,20.2,12.9
2016-08-31,24.7,19.6,6.6
2016-09-01,25.3,19.7,1.0
2016-09-02,25.7,19.2,1.8
2016-09-03,25.4,19.3,0.5
2016-09-04,26.0,18.8,0.5
2016-09-05,25.5,18.1,0.1
2016-09-06,25.5,18.4,1.0
2016-09-07,25.7,17.2,0.0
2016-09-08,26.1,16.7,0.0
2016-09-09,26.7,18.3,0.5
2016-09-10,27.2,18.4,0.1
2016-09-11,26.8,18.6,0.0
2016-09-12,26.0,18.5,1.9
2016-09-13,26.2,19.4,0.4
2016-09-14,26.4,19.7,0.1
2016-09-15,26.3,19.8,1.0
2016-09-16,26.7,19.3,1.7
2016-09-17,27.3,19.8,0.0
2016-09-18,26.6,18.2,0.9
2016-09-19,26.9,19.3,0.0
2016-09-20,26.1,19.1,0.3
2016-09-21,24.1,19.0,8.4
2016-09-22,25.4,19.3,4.7
2016-09-23,25.9,19.0,0.2
2016-09-24,25.3,19.7,0.7
2016-09-25,26.1,20.0,0.8
2016-09-26,26.7,20.4,0.0
2016-09-27,26.8,20.3,10.1
2016-09-28,25.9,20.3,9.5
2016-09-29,27.4,20.3,1.5
2016-09-30,26.5,19.7,0.5
2016-10-01,26.2,18.9,0.0
2016-10-02,27.2,17.7,0.0
2016-10-03,28.0,17.5,0.0
2016-10-04,27.0,19.2,0.3
2016-10-05,27.6,17.9,0.0
2016-10-06,27.9,18.3,0.0
2016-10-07,28.1,17.2,0.0
2016-10-08,28.2,17.9,0.0
2016-10-09,27.2,18.4,1.1
2016-10-10,26.8,19.3,0.4
2016-10-11,28.1,19.0,2.8
2016-10-12,27.4,20.0,18.3
2016-10-13,26.9,19.4,0.4
2016-10-14,28.3,18.9,0.4
2016-10-15,28.1,18.3,0.0
2016-10-16,28.1,16.4,0.0
2016-10-17,28.3,16.7,0.0
2016-10-18,28.9,17.8,0.0
2016-10-19,29.0,17.9,0.0
2016-10-20,29.1,18.6,0.0
2016-10-21,28.8,18.4,0.0
2016-10-22,28.9,16.8,0.0
2016-10-23,28.8,17.7,0.0
2016-10-24,29.3,16.2,0.0
2016-10-25,28.5,16.8,0.0
2016-10-26,29.3,16.8,0.0
2016-10-27,28.1,17.5,0.0
2016-10-28,29.0,19.2,0.0
2016-10-29,30.2,18.1,0.0
2016-10-30,29.8,20.8,0.2
2016-10-31,28.1,20.0,0.0
2016-11-01,27.9,20.3,2.3
2016-11-02,27.9,18.4,1.2
2016-11-03,29.5,18.9,0.0
2016-11-04,29.7,18.6,0.0
2016-11-05,29.5,18.1,0.0
2016-11-06,28.9,16.4,0.0
2016-11-07,28.3,17.6,0.0
2016-11-08,28.6,17.7,0.0
2016-11-09,27.9,16.3,0.0
2016-11-10,28.4,14.7,0.0
2016-11-11,28.4,15.8,0.0
2016-11-12,28.9,16.8,0.0
2016-11-13,29.2,18.5,0.0
2016-11-14,28.6,20.2,0.8
2016-11-15,29.5,20.1,0.0
2016-11-16,28.7,18.1,0.0
2016-11-17,28.4,19.3,0.0
2016-11-18,29.1,17.2,0.0
2016-11-19,29.1,16.5,0.0
2016-11-20,29.4,18.1,0.0
2016-11-21,29.2,16.1,0.0
2016-11-22,29.3,14.3,0.0
2016-11-23,29.7,15.2,0.0
2016-11-24,29.3,14.8,0.0
2016-11-25,29.7,14.6,0.0
2016-11-26,29.7,13.8,0.0
2016-11-27,30.4,13.6,0.0
2016-11-28,31.1,14.7,0.0
2016-11-29,29.8,14.4,0.0
2016-11-30,29.0,15.5,0.0
2016-12-01,26.7,16.3,6.2
2016-12-02,24.9,18.5,4.6
2016-12-03,23.7,19.0,1.9
2016-12-04,27.2,19.1,0.0
2016-12-05,26.5,18.1,0.1
2016-12-06,26.2,17.4,0.0
2016-12-07,27.1,13.8,0.0
2016-12-08,27.1,16.6,0.0
2016-12-09,28.1,15.0,0.0
2016-12-10,27.8,15.0,0.0
2016-12-11,27.5,15.0,0.0
2016-12-12,26.1,18.8,7.4
2016-12-13,19.3,17.6,34.0
2016-12-14,24.1,18.0,1.6
2016-12-15,25.6,18.2,0.0
2016-12-16,24.7,17.8,1.3
2016-12-17,25.9,16.8,0.0
2016-12-18,26.3,16.2,0.0
2016-12-19,26.4,14.5,0.0
2016-12-20,26.8,13.4,0.0
2016-12-21,26.8,15.6,0.0
2016-12-22,27.3,14.2,0.0
2016-12-23,27.1,12.9,0.0
2016-12-24,27.2,12.3,0.0
2016-12-25,27.0,12.2,0.0
2016-12-26,27.9,11.5,0.0
2016-12-27,27.7,12.8,0.0
2016-12-28,27.2,14.7,0.0
2016-12-29,26.6,13.8,0.0
2016-12-30,26.3,13.3,0.0
2016-12-31,26.8,13.2,0.0
2017-01-01,27.3,13.6,0.0
2017-01-02,27.1,15.6,0.0
2017-01-03,28.1,15.4,0.0
2017-01-04,27.6,15.3,0.0
2017-01-05,27.8,14.8,0.0
2017-01-06,27.4,15.6,0.0
2017-01-07,27.4,15.6,0.0
2017-01-08,27.4,14.4,0.0
2017-01-09,27.3,14.6,0.0
2017-01-10,27.1,14.6,0.0
2017-01-11,26.5,15.4,0.0
2017-01-12,25.4,15.6,0.0
2017-01-13,26.1,17.0,0.0
2017-01-14,24.7,16.4,0.0
2017-01-15,26.3,14.5,0.0
2017-01-16,26.3,15.8,0.0
2017-01-17,27.0,14.5,0.0
2017-01-18,26.7,13.8,0.0
2017-01-19,25.6,13.4,0.0
2017-01-20,28.4,13.9,0.0
2017-01-21,26.3,17.1,0.2
2017-01-22,28.2,16.8,0.0
2017-01-23,27.8,15.7,0.0
2017-01-24,28.3,16.5,0.0
2017-01-25,27.5,15.5,0.0
2017-01-26,21.9,15.9,30.1
2017-01-27,25.1,18.6,6.7
2017-01-28,26.2,18.9,1.5
2017-01-29,27.5,18.2,0.2
2017-01-30,27.7,17.7,0.0
2017-01-31,28.4,16.8,0.0
2017-02-01,27.8,15.8,0.0
2017-02-02,28.1,14.6,0.0
2017-02-03,27.6,15.3,0.0
2017-02-04,27.1,14.9,0.0
2017-02-05,27.8,14.3,0.0
2017-02-06,28.4,13.8,0.0
2017-02-07,29.4,14.1,0.0
2017-02-08,29.8,16.2,0.0
2017-02-09,29.7,15.0,0.0
2017-02-10,30.0,14.9,0.0
2017-02-11,29.5,13.7,0.0
2017-02-12,28.2,14.0,0.0
2017-02-13,27.7,14.4,0.0
2017-02-14,27.8,15.5,0.1
2017-02-15,29.1,16.4,0.0
2017-02-16,28.5,14.9,0.0
2017-02-17,29.0,13.7,0.0
2017-02-18,29.8,15.7,0.0
2017-02-19,31.1,15.6,0.0
2017-02-20,31.3,16.1,0.0
2017-02-21,32.6,17.1,0.0
2017-02-22,32.7,18.4,0.0
2017-02-23,33.1,18.1,0.0
2017-02-24,33.3,18.2,0.0
2017-02-25,33.3,17.8,0.0
2017-02-26,32.2,18.1,0.0
2017-02-27,30.9,17.8,0.0
2017-02-28,30.9,16.3,0.0
2017-03-01,31.1,17.0,0.0
2017-03-02,31.5,15.2,0.0
2017-03-03,30.8,17.6,0.0
2017-03-04,31.7,20.3,0.0
2017-03-05,30.5,20.8,0.2
2017-03-06,29.0,20.5,12.1
2017-03-07,30.1,20.4,1.0
2017-03-08,31.7,20.9,0.4
2017-03-09,32.0,20.8,0.0
2017-03-10,33.1,20.9,0.0
2017-03-11,32.4,19.5,0.0
2017-03-12,33.6,19.4,0.0
2017-03-13,32.9,20.0,1.1
2017-03-14,27.9,20.1,9.3
2017-03-15,29.7,20.5,1.0
2017-03-16,32.3,19.9,0.0
2017-03-17,31.5,19.8,1.0
2017-03-18,33.4,20.2,0.0
2017-03-19,33.9,20.8,0.0
2017-03-20,31.6,21.8,0.2
2017-03-21,31.3,21.4,2.3
2017-03-22,33.4,20.3,0.4
2017-03-23,33.7,19.3,0.0
2017-03-24,34.4,18.8,0.0
2017-03-25,34.8,18.7,0.0
2017-03-26,35.4,19.5,0.0
2017-03-27,34.8,20.7,0.0
2017-03-28,34.9,20.0,0.0
2017-03-29,35.3,20.4,0.0
